,CountyNo,"NativeAmerican (AmericanIndianAlaskaNative, NativeHawaianPacific)","Asian (EastAsian,SouthAsian)",Black, White, Mixed,OtherUnknown,STATE,HHI
2427,135,704,129,317,20573,1082,505,SD,0.7827036891644357
2428,137,1928,3,0,407,73,2,SD,0.6677765433093193
2429,1,355,981,2888,66863,4827,1209,TN,0.7573779049341228
2430,3,453,341,3641,37996,3267,4539,TN,0.5898153772873453
2431,5,69,107,316,14487,764,121,TN,0.8367723767251085
2432,7,74,38,786,13258,570,187,TN,0.7947890338675421
2433,9,550,1297,3628,119367,8062,2376,TN,0.7832643516646902
2434,11,578,1199,5238,89555,8164,3886,TN,0.6891717631899716
2435,13,84,98,133,37267,1449,241,TN,0.9019194408514034
2436,15,38,43,203,13187,893,142,TN,0.8305091344222673
2437,17,99,124,2457,23997,1419,344,TN,0.7220891070796268
2438,19,186,240,719,52173,2582,456,TN,0.8594165089113562
2439,21,161,191,819,36788,2333,780,TN,0.8062920096118226
2440,23,58,70,1498,14614,837,264,TN,0.7202664580663274
2441,25,75,148,315,30175,1108,222,TN,0.8881722994154562
2442,27,20,9,76,7247,176,53,TN,0.9145227671821895
2443,29,173,164,583,33028,1747,304,TN,0.8444835840845452
2444,31,266,620,2117,49686,3631,1569,TN,0.742817099800101
2445,33,38,37,1882,10240,711,1003,TN,0.5679835872522345
2446,35,188,367,312,56870,2620,788,TN,0.8671303022142504
2447,37,4296,27869,173092,400622,53775,56230,TN,0.3849978840352622
2448,39,14,42,270,10565,391,153,TN,0.8555447999940349
2449,41,86,76,245,17763,1079,831,TN,0.7873192687417662
2450,43,253,312,1962,47609,3004,1175,TN,0.7732000454998559
2451,45,103,215,5362,28611,1800,710,TN,0.6284669210820397
2452,47,124,269,11080,27857,1905,755,TN,0.5121858395048755
2453,49,44,33,30,17633,657,92,TN,0.9108468413497781
2454,51,178,348,1985,37256,2121,886,TN,0.7637596587010196
2455,53,147,206,8965,38280,2093,738,TN,0.6097788897256502
2456,55,135,181,2936,25170,1655,269,TN,0.7004295531687008
2457,57,68,53,124,21934,946,402,TN,0.8711156255823358
2458,59,220,301,1393,63841,3343,1054,TN,0.8310886790686891
2459,61,33,55,38,12671,658,74,TN,0.879609137416288
2460,63,778,722,2206,51243,4638,4912,TN,0.6436055202135694
2461,65,2030,8212,64428,254803,24179,12555,TN,0.521143940980547
2462,67,28,1,35,6391,181,26,TN,0.9210964637119294
2463,69,52,162,10194,14073,690,291,TN,0.46668273934482846
2464,71,109,148,810,24468,1060,236,TN,0.8342131804140088
2465,73,133,266,683,53148,2115,376,TN,0.879589782540853
2466,75,68,26,9032,7695,519,524,TN,0.4428997885501622
2467,77,72,93,1950,24079,1294,354,TN,0.7552008808146162
2468,79,103,212,2339,27529,1599,417,TN,0.7389284665467354
2469,81,125,75,941,22351,1149,284,TN,0.807839428415638
2470,83,55,16,210,7557,355,90,TN,0.8350291610658328
2471,85,43,65,506,17270,929,177,TN,0.8302625949025026
2472,87,38,17,48,10863,574,77,TN,0.8769181113818135
2473,89,200,273,802,49561,2614,1233,TN,0.824486188629722
2474,91,55,27,730,16233,648,255,TN,0.8211942193501678
2475,93,2376,11962,40360,379510,31144,13619,TN,0.6405948670240078
2476,95,31,14,1833,4825,228,74,TN,0.5441026573758622
2477,97,149,55,8421,15144,1045,329,TN,0.4768958585091978
2478,99,94,168,710,40717,1991,479,TN,0.8526123266699399
2479,101,36,55,189,11654,530,118,TN,0.860042950544539
2480,103,156,178,2204,30195,2089,497,TN,0.738527444789022
2481,105,210,459,584,47353,3338,2942,TN,0.7511104853070691
2482,107,204,430,1870,46564,3293,915,TN,0.7693287644285931
2483,109,65,79,1550,22983,1012,177,TN,0.7946891308068482
2484,111,110,45,121,22795,1240,905,TN,0.8209485904727319
2485,113,319,1236,36004,54249,4481,2534,TN,0.43696276896178415
2486,115,113,157,1047,25872,1398,250,TN,0.8087218603287045
2487,117,139,142,2043,28704,2334,956,TN,0.7085646939123971
2488,119,466,952,11349,77837,6969,3401,TN,0.6128687348589563
2489,121,59,26,134,11894,536,109,TN,0.8711158023830988
2490,123,202,197,743,41678,2558,872,TN,0.8157737765960555
2491,125,2154,5202,44569,137775,22479,7890,TN,0.44533227353199617
2492,127,26,30,103,6030,249,23,TN,0.8728238850794336
2493,129,65,46,971,19130,659,164,TN,0.8302624854305499
2494,131,67,103,3159,25009,1572,877,TN,0.6738322904584901
2495,133,66,61,89,21332,848,115,TN,0.899471020264643
2496,135,48,26,199,7748,292,53,TN,0.8595827378431271
2497,137,9,15,8,4829,99,41,TN,0.9328705344713901
2498,139,77,33,62,16430,825,117,TN,0.8793280276192811
2499,141,759,1093,2188,67940,4581,3293,TN,0.7298852570892915
2500,143,194,195,604,28987,1764,1126,TN,0.7821523107920508
2501,145,225,342,1303,48463,2669,402,TN,0.8267263327031688
2502,147,356,460,5168,58467,4688,3664,TN,0.6567277548767738
2503,149,1993,12538,53977,226227,26996,19755,TN,0.47484017775948467
2504,151,37,51,47,21051,620,44,TN,0.9290243254140724
2505,153,93,65,72,14585,697,314,TN,0.8517238260663254
2506,155,478,1122,812,85656,6024,4288,TN,0.7639280400218857
2507,157,3678,28149,477321,326077,45719,48800,TN,0.39267667823869973
2508,159,92,84,364,18192,976,196,TN,0.8382475431912407
2509,161,80,77,172,12463,743,122,TN,0.8360525668553084
2510,163,462,1278,3254,144395,7204,1570,TN,0.8361489828372736
2511,165,830,2956,15740,158075,13359,5321,TN,0.6606318694596583
2512,167,263,393,10860,45400,3387,667,TN,0.5894643334970974
2513,169,30,27,1922,8883,548,205,TN,0.6148307933041147
2514,171,68,37,44,16386,913,480,TN,0.8387113765687969
2515,173,40,38,53,18770,710,191,TN,0.8998777167771665
2516,175,8,10,22,5890,228,10,TN,0.9132748245830958
2517,177,154,258,1097,34794,2495,2155,TN,0.7290859379261929
2518,179,493,2001,5623,113998,8147,2739,TN,0.7408608651291205
2519,181,26,27,888,14595,465,231,TN,0.8124917564219751
2520,183,73,195,2609,28113,1551,361,TN,0.738749368195183
2521,185,95,140,412,25018,1454,232,TN,0.839841973743028
2522,187,691,12953,9876,203600,15434,5172,TN,0.6841284377532816
2523,189,645,3106,10191,120782,9186,3827,TN,0.6781402825708717
2524,1,370,392,11577,34922,3595,7066,TX,0.42227530792602297
2525,3,220,112,237,10909,3854,3278,TX,0.4178705756699999
2526,5,605,919,13098,54887,8298,8588,TX,0.44586263304403295
2527,7,262,501,264,17996,3250,1557,TX,0.5938555641980041
2528,9,108,19,32,7551,549,301,TX,0.7836745021399247
2529,11,17,10,13,1646,123,39,TX,0.7983721725604842
2530,13,509,206,425,28203,12088,7550,TX,0.4164051608026453
2531,15,285,201,2440,20164,3974,3103,TX,0.4813850043445351
2532,17,86,11,65,3348,1351,2043,TX,0.36126755410066747
2533,19,172,97,110,17110,2512,850,TX,0.6896516233635345
2534,21,1342,765,5759,55730,16667,16953,TX,0.3921910507115867
2535,23,11,9,57,3036,238,114,TX,0.7737975092087646
2536,25,216,221,2395,15347,5708,7160,TX,0.3373828471433039
2537,27,7218,11466,85241,180426,53363,32933,TX,0.31981064775349255
2538,29,26742,68675,161307,919729,524541,308330,TX,0.3090029954885639
2539,31,94,44,72,9255,1164,745,TX,0.6769911102196653
2540,33,1,0,1,576,42,11,TX,0.838010252134187
2541,35,158,80,279,14483,1923,1312,TX,0.6474463447500788
2542,37,838,1094,23251,57482,5957,4271,TX,0.452006747399873
2543,39,2922,26592,55176,190232,55133,41976,TX,0.32332099250576196
2544,41,1851,14763,24341,140206,29163,23525,TX,0.4000245652717239
2545,43,151,94,198,6411,1899,793,TX,0.4982853872538581
2546,45,7,0,18,1175,94,141,TX,0.6845852201677816
2547,47,23,29,25,2914,3315,770,TX,0.4009507851602931
2548,49,259,274,1462,29326,3973,2801,TX,0.6104647796718372
2549,51,138,71,1908,12152,2069,1304,TX,0.5054515714752034
2550,53,388,428,643,37845,5558,4268,TX,0.6140213995866776
2551,55,526,238,2440,23633,9338,9708,TX,0.354470598380409
2552,57,120,1115,426,11356,4654,2435,TX,0.3908133455898698
2553,59,87,53,133,12154,929,352,TX,0.791524190100601
2554,61,3032,2806,2076,162707,170263,80133,TX,0.34924612213356765
2555,63,71,108,1898,7448,1279,1660,TX,0.40864322110322143
2556,65,62,22,20,5069,497,137,TX,0.769997190792073
2557,67,204,120,4541,21477,1543,569,TX,0.5985978367435136
2558,69,62,22,108,3676,1971,1532,TX,0.3637076413723635
2559,71,338,640,3227,32614,5413,4339,TX,0.5176631378245192
2560,73,482,263,6426,32134,4883,6224,TX,0.44730633654698926
2561,75,31,51,582,4427,616,957,TX,0.478190676030316
2562,77,94,50,39,9178,664,193,TX,0.811499811067256
2563,79,11,4,71,1448,433,580,TX,0.40476127715324106
2564,81,36,1,7,2721,346,174,TX,0.7001224606103569
2565,83,65,32,151,6582,520,334,TX,0.7406821465047946
2566,85,8209,189209,110284,578412,118195,60156,TX,0.35317648552901326
2567,87,38,9,121,1928,287,269,TX,0.5528256087212701
2568,89,100,83,2335,13169,2311,2559,TX,0.4514559374037993
2569,91,1302,1974,3880,118292,26030,10023,TX,0.5671091181239246
2570,93,119,38,48,10295,1673,1421,TX,0.5997023888439303
2571,95,20,23,82,2518,319,341,TX,0.6018454585226928
2572,97,570,314,1233,31641,4732,3178,TX,0.5964606141339198
2573,99,1765,1910,12356,50529,10080,6453,TX,0.4136264144228889
2574,101,7,0,96,1027,129,121,TX,0.5751291745431631
2575,103,36,22,77,2488,1138,914,TX,0.3810594755354743
2576,105,31,10,18,1882,706,451,TX,0.44231310231178533
2577,107,43,12,151,3257,789,881,TX,0.456644413861117
2578,109,25,28,21,1014,591,509,TX,0.3422373658546367
2579,111,124,13,76,3879,1692,1331,TX,0.3891965989918659
2580,113,33169,183124,574183,924283,421120,477660,TX,0.2377718205528562
2581,115,104,56,899,7609,1968,1820,TX,0.42477367475453226
2582,117,199,63,174,9054,4590,4503,TX,0.3573237926346574
2583,119,53,37,312,4317,365,146,TX,0.6906964892205214
2584,121,8226,93463,97847,526363,116100,64423,TX,0.3810421795064233
2585,123,121,70,1673,13313,2143,2504,TX,0.48580480382328173
2586,125,14,2,30,1363,198,163,TX,0.6143324076734017
2587,127,67,71,89,3852,3005,1531,TX,0.35340835758332945
2588,129,32,10,172,2648,276,120,TX,0.6720189354927816
2589,131,52,45,160,4994,3350,1230,TX,0.39013270978757764
2590,133,166,104,356,14677,1459,963,TX,0.6959021311726523
2591,135,2013,2339,8031,79965,38600,34223,TX,0.3346446729388862
2592,137,10,11,2,961,323,115,TX,0.5149637700510957
2593,139,1906,1582,24305,118993,25659,20010,TX,0.42698286060839263
2594,141,12222,12073,29054,313741,310267,188300,TX,0.3086561275375332
2595,143,430,353,1247,32674,4189,3652,TX,0.6078965722466976
2596,145,122,56,3792,9870,1347,1781,TX,0.4056799945250132
2597,147,442,152,2217,28249,2613,1989,TX,0.6399884978689728
2598,149,180,71,1462,18286,2513,1923,TX,0.5804448872741682
2599,151,32,14,107,2921,344,254,TX,0.6472879910860495
2600,153,20,12,158,3101,1453,658,TX,0.4175878063453948
2601,155,1,5,19,924,65,81,TX,0.7213769521069202
2602,157,4945,182537,170978,282222,106917,75180,TX,0.2353299711063875
2603,159,83,68,399,8138,963,708,TX,0.6320668929536224
2604,161,160,73,2765,13337,1197,1903,TX,0.5046233508500924
2605,163,139,199,719,8518,3790,5020,TX,0.33341409665400895
2606,165,122,75,282,15175,3764,2180,TX,0.5344370010698397
2607,167,2999,12482,44229,214512,47106,29354,TX,0.4164735614035687
2608,169,32,28,297,4325,456,678,TX,0.5753959929351086
2609,171,166,131,110,21373,3361,1584,TX,0.6589896897076467
2610,173,10,0,8,858,150,90,TX,0.6157808866792563
2611,175,31,28,276,5127,1025,525,TX,0.5631756203772915
2612,177,166,67,1186,11341,3265,3628,TX,0.3984035005513885
2613,179,205,128,868,14631,2727,2668,TX,0.5091880059024265
2614,181,2470,1990,7663,99852,14133,9435,TX,0.5621608359005931
2615,183,873,1639,25262,73043,11725,11697,TX,0.4049924901500907
2616,185,257,104,3915,18591,3178,3223,TX,0.4453767643685275
2617,187,1803,3281,12805,103127,33530,18160,TX,0.41127365687534445
2618,189,336,164,1496,16925,6254,7347,TX,0.36109615689949703
2619,191,14,9,204,1896,328,374,TX,0.48669985120213016
2620,193,51,38,32,7138,622,341,TX,0.7612174644493439
2621,195,36,10,15,3248,704,1272,TX,0.4534253331173266
2622,197,24,18,143,2748,303,313,TX,0.6163067773705656
2623,199,294,411,3072,48005,3416,1033,TX,0.7359151293388169
2624,201,59152,349268,907063,1720356,800155,895151,TX,0.2389868786329863
2625,203,756,491,13582,43925,4996,5089,TX,0.4569813630561794
2626,205,35,24,197,3746,542,838,TX,0.5202366062964192
2627,207,49,28,205,4132,466,536,TX,0.6007927029491914
2628,209,2364,5091,9881,147092,48368,28271,TX,0.4285406424093093
2629,211,29,11,5,2372,466,499,TX,0.5327477258985109
2630,213,706,526,4790,64501,6833,4794,TX,0.6303168591812626
2631,215,6330,9048,4748,300554,353128,196973,TX,0.33494458823507445
2632,217,388,189,2111,26070,3716,3400,TX,0.5514274206002748
2633,219,231,52,645,13760,3634,3215,TX,0.45996632748311966
2634,221,554,476,523,51678,5547,2820,TX,0.7142647121057525
2635,223,333,290,2405,27514,3166,3079,TX,0.5782255401381499
2636,225,141,138,5195,13430,1223,1939,TX,0.4367296173491835
2637,227,428,407,1721,23664,4870,3770,TX,0.49474627466508936
2638,229,39,10,16,1874,641,622,TX,0.420520864341111
2639,231,1420,1016,8014,70576,11532,7398,TX,0.5240572745441104
2640,233,393,111,469,15269,2319,2056,TX,0.5719982941071269
2641,235,17,0,7,1200,163,126,TX,0.6477385461711214
2642,237,75,41,311,6663,603,779,TX,0.6335100360594605
2643,239,85,158,1011,9782,2094,1858,TX,0.46553938284512497
2644,241,201,127,5594,24327,1573,1158,TX,0.5764262994901812
2645,243,28,15,1,1467,332,153,TX,0.5739766105357007
2646,245,1899,10080,84835,108905,22473,28334,TX,0.31107297340333273
2647,247,36,26,5,2333,1774,664,TX,0.3859165955887668
2648,249,280,158,265,22187,11028,4973,TX,0.4223338168063181
2649,251,2668,1812,6770,129863,22209,16605,TX,0.5464183921753939
2650,253,127,114,2024,12902,1522,2974,TX,0.4700793711991418
2651,255,91,151,1174,8215,2619,2460,TX,0.37806079097308903
2652,257,1495,2174,21948,87435,18906,13352,TX,0.4105739792203892
2653,259,328,379,347,34449,6261,2515,TX,0.6286911252821231
2654,261,8,0,1,137,127,77,TX,0.3338122448979592
2655,263,6,1,2,676,37,31,TX,0.8101229433747965
2656,265,388,606,789,39702,7317,3796,TX,0.594725360290341
2657,267,33,34,8,3533,349,329,TX,0.6921383340348471
2658,269,4,0,0,242,12,7,TX,0.8369241723033107
2659,271,35,10,47,2012,750,275,TX,0.47900877991543156
2660,273,247,817,1129,17266,7869,3712,TX,0.39006245682325436
2661,275,12,24,165,2393,305,454,TX,0.5384457468902458
2662,277,902,481,6446,36479,3881,1899,TX,0.5548379254365058
2663,279,98,11,453,7369,3044,2070,TX,0.3999948346386546
2664,281,319,252,741,16337,2635,1343,TX,0.5908547353044385
2665,283,17,5,235,3189,2286,932,TX,0.3674867305865924
2666,285,116,74,1247,15821,1916,1163,TX,0.6211450715279376
2667,287,101,61,1691,11744,2231,1650,TX,0.48610241170103685
2668,289,113,111,945,12391,1162,997,TX,0.634591353446611
2669,291,1117,499,7171,55857,10297,16687,TX,0.4237184073366373
2670,293,165,162,3726,14018,1721,2354,TX,0.44641883377677116
2671,295,38,2,4,1969,485,561,TX,0.47324392109372165
2672,297,68,37,214,8419,1864,733,TX,0.5832957438275995
2673,299,173,133,105,18388,1674,770,TX,0.7569218217916982
2674,301,1,0,0,56,6,1,TX,0.77490234375
2675,303,3454,9701,27279,191717,43308,35180,TX,0.42197146468585145
2676,305,40,10,107,3724,657,1058,TX,0.4928063724676209
2677,307,39,39,98,5821,1069,564,TX,0.6073415795069815
2678,309,2700,5010,37518,156475,30683,28193,TX,0.4073657034809195
2679,311,6,3,3,411,152,25,TX,0.535288888888889
2680,313,108,106,2610,7695,942,1994,TX,0.3916957042350867
2681,315,86,48,1857,6968,623,143,TX,0.5542628029156561
2682,317,70,9,87,3580,768,723,TX,0.5083284872925562
2683,319,14,2,9,3188,450,290,TX,0.668762653820898
2684,321,325,720,3900,19753,5629,5928,TX,0.3597328489694572
2685,323,1181,192,181,16845,24989,14499,TX,0.3342051207662954
2686,325,456,261,1366,31848,10749,6068,TX,0.45383906215215536
2687,327,17,5,13,1511,222,194,TX,0.6158094519624133
2688,329,1741,3983,11049,98404,32404,22402,TX,0.3937185946952479
2689,331,165,119,2183,17261,2596,2430,TX,0.5147086076283676
2690,333,15,5,30,3654,465,287,TX,0.6875253828376562
2691,335,89,54,961,5399,869,1618,TX,0.41396439747043123
2692,337,198,84,81,17066,1824,712,TX,0.7404269693350792
2693,339,6781,21830,35394,407926,84518,63994,TX,0.46608036732002533
2694,341,423,1014,695,9445,4385,5396,TX,0.30524803785331983
2695,343,95,47,2467,8043,861,460,TX,0.5004445572849889
2696,345,2,0,10,931,77,43,TX,0.7740415887515497
2697,347,426,767,10709,40228,5730,6793,TX,0.43366451315456517
2698,349,1207,401,6425,30019,7052,7520,TX,0.3792746493743806
2699,351,60,24,2086,9375,561,111,TX,0.6202350594558288
2700,353,113,104,712,10235,2024,1550,TX,0.5146426400967725
2701,355,3323,8135,14309,191405,91644,44362,TX,0.37908017544267425
2702,357,148,32,22,5618,1761,2434,TX,0.4048925413676789
2703,359,10,11,35,1424,160,118,TX,0.6693749102105635
2704,361,478,1113,8081,66942,5401,2793,TX,0.6374749495469443
2705,363,282,214,582,22603,2567,2161,TX,0.6475500681333252
2706,365,183,105,3263,16637,1434,869,TX,0.5738772203262761
2707,367,1345,1035,1738,122995,14350,6759,TX,0.7002933396096886
2708,369,175,18,75,5572,1676,2353,TX,0.4048305165691636
2709,371,174,148,558,6921,3453,3939,TX,0.3279626444796386
2710,373,1021,340,4924,36343,3666,3829,TX,0.5470325944130395
2711,375,1438,6172,12561,61693,19546,17115,TX,0.33306358518706236
2712,377,48,86,27,2331,2448,1191,TX,0.3419915384650379
2713,379,115,55,270,10394,818,512,TX,0.7370473067788562
2714,381,1323,2737,4992,105870,17375,8456,TX,0.5863295331685948
2715,383,33,20,42,1736,791,763,TX,0.36871321692495995
2716,385,23,13,28,2213,326,155,TX,0.6611594933007859
2717,387,115,51,1762,8700,573,386,TX,0.590560405868768
2718,389,104,169,290,8073,3681,2431,TX,0.3896779888198951
2719,391,32,32,462,4172,1328,715,TX,0.43783916584202737
2720,393,3,0,2,737,72,13,TX,0.8020350065576983
2721,395,123,107,3176,10502,1275,1574,TX,0.44341156519775243
2722,397,1010,3371,8398,74913,13428,6699,TX,0.509254856238095
2723,399,93,24,146,7480,1202,955,TX,0.5952226303438424
2724,401,425,231,8326,33865,4252,5115,TX,0.46239826340927964
2725,403,51,53,745,8426,481,138,TX,0.7335520413696687
2726,405,33,42,1781,5352,392,318,TX,0.5115822186249674
2727,407,239,88,2134,20276,2420,2245,TX,0.5681831036005021
2728,409,631,886,1195,42197,16085,7761,TX,0.44468947609768117
2729,411,41,17,121,4274,535,742,TX,0.5823572087753442
2730,413,27,10,26,1368,355,665,TX,0.406361919239285
2731,415,134,83,637,10867,2365,2846,TX,0.461174208653516
2732,417,10,18,23,2731,195,128,TX,0.7793489800099055
2733,419,153,370,3836,15111,2014,2538,TX,0.4396712852809742
2734,421,37,3,12,1612,594,524,TX,0.41701246743339765
2735,423,1762,4188,38593,144539,22436,21961,TX,0.42902582050486365
2736,425,78,58,45,7373,1117,534,TX,0.6597912300573485
2737,427,254,111,66,21839,31027,12623,TX,0.36798013939373414
2738,429,62,63,246,7013,821,896,TX,0.6124406227294494
2739,431,8,1,3,1064,176,120,TX,0.6255609907436527
2740,433,10,5,20,1032,112,66,TX,0.6983429299527428
2741,435,18,8,10,1959,858,519,TX,0.4259921212863172
2742,437,52,12,438,4182,1137,1150,TX,0.41772098811888275
2743,439,23241,129437,366727,1044549,296195,250491,TX,0.31277323959672476
2744,441,1451,2924,11771,99225,17175,10662,TX,0.5072752884192107
2745,443,0,5,8,480,114,153,TX,0.4620740997229917
2746,445,76,40,454,6930,2581,1750,TX,0.41409868181235904
2747,447,5,3,2,1294,104,32,TX,0.8132301311728396
2748,449,386,278,2992,16188,4982,6421,TX,0.34544027642149544
2749,451,1225,1801,4544,78548,21339,12546,TX,0.47274966104092375
2750,453,13482,101038,101267,709447,210555,154399,TX,0.35572405451828937
2751,455,59,34,1092,10833,1026,558,TX,0.6481388876079075
2752,457,123,100,2059,15621,957,938,TX,0.6380126314875096
2753,459,353,177,2958,32238,3350,1816,TX,0.6355357487818192
2754,461,13,5,74,1849,987,380,TX,0.41516005316341315
2755,463,141,162,159,12584,7506,4012,TX,0.3826125810324868
2756,465,384,379,665,21218,16617,8323,TX,0.3516711842502368
2757,467,503,275,1542,49904,4775,2542,TX,0.7115049429682787
2758,469,769,1431,5729,53085,18473,11832,TX,0.39988749904943816
2759,471,510,1148,16638,42800,5188,10116,TX,0.3836740097585044
2760,473,654,809,12256,26479,7320,9276,TX,0.30756092927283746
2761,475,124,69,482,6567,2302,2100,TX,0.39154803602724175
2762,477,172,564,5626,23299,3906,2238,TX,0.4642038641206175
2763,479,1704,1405,1166,102723,107433,52683,TX,0.34864244715776044
2764,481,295,193,5676,22903,6382,6121,TX,0.36751236831440764
2765,483,59,27,86,3748,552,518,TX,0.5876337042823121
2766,485,1624,2747,13887,86718,13935,10439,TX,0.4797082031728026
2767,487,177,571,1062,8092,1350,1635,TX,0.43029656720461856
2768,489,151,165,497,8743,6198,4410,TX,0.33104949845702847
2769,491,5323,54628,40732,373264,91117,43953,TX,0.41582940578554606
2770,493,506,254,776,34471,9354,4392,TX,0.5235436545570958
2771,495,136,85,163,4046,1560,1801,TX,0.3640811061264061
2772,497,708,382,720,54054,7570,5198,TX,0.6384501573868131
2773,499,343,230,1693,36871,3527,2179,TX,0.6861101399250877
2774,501,62,50,63,3758,1798,1963,TX,0.35844421219793304
2775,503,184,89,183,14398,1501,1512,TX,0.663838052356089
2776,505,67,16,18,5421,6319,2048,TX,0.3811027903309641
2777,507,75,19,89,4598,3326,1563,TX,0.3706679898918713
2778,1,126,32,23,5904,389,598,UT,0.707484850394648
2779,3,619,455,178,50784,3399,2231,UT,0.7807158289361743
2780,5,1813,2353,1115,112842,8121,6910,UT,0.7251602603422806
2781,7,299,65,61,17643,1652,692,UT,0.7550244984669904
2782,9,2,2,4,884,41,2,UT,0.8958391718379135
2783,11,5848,7143,4376,302352,27984,14976,UT,0.7034458060131658
2784,13,979,63,21,17076,880,577,UT,0.7647330641105881
2785,15,70,40,4,9003,498,210,UT,0.8427649670765106
2786,17,114,37,11,4541,223,157,UT,0.8015494822151382
2787,19,386,80,73,7817,842,471,UT,0.6652830362525715
2788,21,1335,641,408,49237,3547,2121,UT,0.7445763584281909
2789,23,142,34,18,10972,450,170,UT,0.8684616310285274
2790,25,130,61,31,7084,310,51,UT,0.8557479881602961
2791,27,165,142,15,10855,675,1123,UT,0.710394707474356
2792,29,46,57,12,11691,440,49,UT,0.9054950376909249
2793,31,6,0,0,1291,120,21,UT,0.8131938386067806
2794,33,7,2,11,2359,96,35,UT,0.8849853176933699
2795,35,34931,51030,23474,847970,116943,110890,UT,0.5334613101048905
2796,37,7331,54,36,6275,621,201,UT,0.44384119425470675
2797,39,554,171,224,24277,1395,1816,UT,0.7357860639220146
2798,41,389,45,65,19667,935,421,UT,0.8376573212503055
2799,43,177,728,173,35927,2896,2456,UT,0.7278011700572564
2800,45,1377,526,465,61011,5880,3439,UT,0.7135539905371762
2801,47,2529,169,98,29607,2215,1002,UT,0.7006065679874374
2802,49,11324,10413,4403,537757,59324,36178,UT,0.676775667777119
2803,51,229,361,157,29131,2576,2334,UT,0.7113719938661893
2804,53,3858,1866,988,151777,12780,9010,UT,0.7169149921545707
2805,55,22,16,1,2283,128,36,UT,0.8463339997631142
2806,57,3766,3852,3613,205396,23653,21943,UT,0.6292900444141585
2807,1,124,597,368,33793,2042,439,VT,0.8215198151074268
2808,3,75,406,430,34183,1930,323,VT,0.8407394727677813
2809,5,117,368,234,27656,1652,206,VT,0.8400447928928846
2810,7,437,7243,4910,144237,9949,1547,VT,0.7405753144766332
2811,9,23,16,15,5566,290,10,VT,0.8864124703250547
2812,11,517,321,338,45509,2959,302,VT,0.8339605981603847
2813,13,45,33,51,6724,399,41,VT,0.8531793229690487
2814,15,91,141,225,23778,1499,211,VT,0.8434516468472655
2815,17,140,166,162,26978,1635,196,VT,0.8523639065950708
2816,19,199,123,131,25464,1327,149,VT,0.8665921190178505
2817,21,173,460,517,55453,3607,362,VT,0.8418405957593323
2818,23,179,633,651,54149,3694,501,VT,0.8238659489429965
2819,25,148,494,536,41380,2824,523,VT,0.8167472309331743
2820,27,202,548,466,52881,3219,437,VT,0.8417292594174919
2821,1,301,255,8670,20261,1758,2168,VA,0.44214511228617626
2822,3,336,8222,9953,81866,7917,4101,VA,0.5500289425935548
2823,5,34,61,681,13813,576,58,VA,0.8268014631189975
2824,7,39,65,2555,9780,632,194,VA,0.5831956113945638
2825,9,278,182,5400,23190,1830,427,VA,0.5821459973040732
2826,11,58,46,2894,12258,690,173,VA,0.6125163011018141
2827,13,1706,27443,20875,145293,25878,17448,VA,0.408705126888944
2828,15,216,467,3116,69142,3443,1103,VA,0.8000454825289672
2829,17,8,17,116,3855,194,19,VA,0.8417870585951508
2830,19,248,970,4925,68743,3791,785,VA,0.7547811054206772
2831,21,0,6,169,5874,214,7,VA,0.8795667071114062
2832,23,73,234,918,30689,1331,351,VA,0.8369094032180365
2833,25,28,44,8607,6553,403,214,VA,0.46670969849727906
2834,27,19,51,618,19299,348,20,VA,0.9001553571248632
2835,29,58,59,5435,10488,645,139,VA,0.4945453294650284
2836,31,207,604,7832,43320,2805,928,VA,0.6276826624264558
2837,33,181,296,7721,19215,2402,1072,VA,0.4568827446128948
2838,35,56,80,169,27255,1062,533,VA,0.8756150288226126
2839,36,454,38,2836,3028,342,75,VA,0.38239545512184153
2840,37,28,31,3140,7717,445,168,VA,0.5239302901406591
2841,41,1835,13185,83107,216290,26956,23175,VA,0.41483091324089366
2842,43,66,212,578,12481,1007,439,VA,0.7200860765560941
2843,45,8,11,13,4653,185,22,VA,0.9061414200032225
2844,47,388,776,6567,36092,4687,4042,VA,0.5014339123668673
2845,49,51,38,2831,6165,461,129,VA,0.494147579272079
2846,51,25,19,49,13728,290,13,VA,0.9451507347512556
2847,53,128,126,8177,17516,1364,636,VA,0.481375263519145
2848,57,86,62,3775,5952,548,176,VA,0.4452553218900743
2849,59,7373,235050,110889,569013,129550,98434,VA,0.31578300630710043
2850,61,363,1229,5091,56660,6457,3172,VA,0.6177886206671062
2851,63,20,51,244,14219,691,251,VA,0.8466697799562714
2852,65,86,222,3730,21023,1752,436,VA,0.6184387351807135
2853,67,174,307,3921,46702,2431,942,VA,0.7424404007520287
2854,69,356,1681,3718,73524,7325,4815,VA,0.6580243093601064
2855,71,34,71,244,15777,597,64,VA,0.8848012281925559
2856,73,178,318,2753,32396,2670,396,VA,0.710356259124301
2857,75,78,494,3267,19302,1203,383,VA,0.6298152801128462
2858,77,34,24,904,13558,566,247,VA,0.7869799122707698
2859,79,39,457,1447,16520,1395,694,VA,0.6573207726764652
2860,81,30,33,6657,4364,258,49,VA,0.48885327866779826
2861,83,83,218,11791,20420,1070,440,VA,0.48155394137681024
2862,85,432,2035,9808,89742,6254,1708,VA,0.6776290416808394
2863,87,1492,32296,97568,170651,21301,11081,VA,0.36008313721796437
