,STATE,CountyNo,year,Unemployment
3038,AR,45,2020,5.5
3039,AR,45,2021,3.5
3055,AR,47,2015,4.9
3056,AR,47,2016,4.1
3057,AR,47,2017,3.5
3058,AR,47,2018,3.5
3059,AR,47,2019,3.3
3060,AR,47,2020,5.7
3061,AR,47,2021,3.7
3077,AR,49,2015,5.1
3078,AR,49,2016,4.3
3079,AR,49,2017,4.2
3080,AR,49,2018,3.9
3081,AR,49,2019,3.9
3082,AR,49,2020,5.2
3083,AR,49,2021,3.6
3099,AR,51,2015,5.4
3100,AR,51,2016,4.3
3101,AR,51,2017,4.1
3102,AR,51,2018,4.0
3103,AR,51,2019,3.6
3104,AR,51,2020,8.0
3105,AR,51,2021,5.0
3121,AR,53,2015,4.5
3122,AR,53,2016,3.6
3123,AR,53,2017,3.2
3124,AR,53,2018,3.1
3125,AR,53,2019,3.1
3126,AR,53,2020,5.2
3127,AR,53,2021,3.2
3143,AR,55,2015,5.1
3144,AR,55,2016,4.3
3145,AR,55,2017,3.7
3146,AR,55,2018,3.4
3147,AR,55,2019,3.4
3148,AR,55,2020,6.0
3149,AR,55,2021,3.4
3165,AR,57,2015,4.8
3166,AR,57,2016,3.8
3167,AR,57,2017,3.5
3168,AR,57,2018,3.4
3169,AR,57,2019,3.7
3170,AR,57,2020,5.2
3171,AR,57,2021,3.5
3187,AR,59,2015,5.0
3188,AR,59,2016,3.9
3189,AR,59,2017,3.7
3190,AR,59,2018,3.7
3191,AR,59,2019,3.5
3192,AR,59,2020,5.8
3193,AR,59,2021,3.9
3209,AR,61,2015,4.2
3210,AR,61,2016,3.3
3211,AR,61,2017,3.0
3212,AR,61,2018,3.4
3213,AR,61,2019,3.2
3214,AR,61,2020,5.0
3215,AR,61,2021,3.2
3231,AR,63,2015,6.4
3232,AR,63,2016,5.0
3233,AR,63,2017,4.3
3234,AR,63,2018,4.0
3235,AR,63,2019,3.9
3236,AR,63,2020,5.8
3237,AR,63,2021,3.9
3253,AR,65,2015,6.5
3254,AR,65,2016,5.6
3255,AR,65,2017,5.6
3256,AR,65,2018,5.4
3257,AR,65,2019,5.3
3258,AR,65,2020,8.5
3259,AR,65,2021,5.4
3275,AR,67,2015,7.4
3276,AR,67,2016,6.2
3277,AR,67,2017,5.9
3278,AR,67,2018,6.0
3279,AR,67,2019,6.4
3280,AR,67,2020,7.2
3281,AR,67,2021,5.2
3297,AR,69,2015,7.0
3298,AR,69,2016,5.6
3299,AR,69,2017,5.2
3300,AR,69,2018,5.2
3301,AR,69,2019,5.3
3302,AR,69,2020,8.1
3303,AR,69,2021,6.6
3319,AR,71,2015,5.7
3320,AR,71,2016,4.8
3321,AR,71,2017,4.3
3322,AR,71,2018,4.5
3323,AR,71,2019,4.5
3324,AR,71,2020,6.3
3325,AR,71,2021,4.7
3341,AR,73,2015,7.4
3342,AR,73,2016,5.8
3343,AR,73,2017,5.0
3344,AR,73,2018,5.1
3345,AR,73,2019,4.5
3346,AR,73,2020,7.7
3347,AR,73,2021,5.8
3363,AR,75,2015,5.9
3364,AR,75,2016,4.3
3365,AR,75,2017,3.8
3366,AR,75,2018,3.9
3367,AR,75,2019,4.0
3368,AR,75,2020,6.2
3369,AR,75,2021,4.3
3385,AR,77,2015,6.6
3386,AR,77,2016,4.7
3387,AR,77,2017,4.9
3388,AR,77,2018,4.7
3389,AR,77,2019,4.4
3390,AR,77,2020,7.7
3391,AR,77,2021,5.6
3407,AR,79,2015,6.1
3408,AR,79,2016,4.8
3409,AR,79,2017,4.2
3410,AR,79,2018,4.2
3411,AR,79,2019,4.2
3412,AR,79,2020,6.0
3413,AR,79,2021,4.6
3429,AR,81,2015,5.4
3430,AR,81,2016,4.7
3431,AR,81,2017,4.9
3432,AR,81,2018,5.2
3433,AR,81,2019,4.2
3434,AR,81,2020,6.5
3435,AR,81,2021,4.5
3451,AR,83,2015,5.7
3452,AR,83,2016,4.6
3453,AR,83,2017,3.9
3454,AR,83,2018,4.0
3455,AR,83,2019,4.2
3456,AR,83,2020,6.7
3457,AR,83,2021,4.2
3473,AR,85,2015,4.1
3474,AR,85,2016,3.3
3475,AR,85,2017,3.3
3476,AR,85,2018,3.1
3477,AR,85,2019,3.2
3478,AR,85,2020,5.6
3479,AR,85,2021,3.3
3495,AR,87,2015,3.8
3496,AR,87,2016,3.2
3497,AR,87,2017,2.9
3498,AR,87,2018,2.9
3499,AR,87,2019,2.5
3500,AR,87,2020,4.0
3501,AR,87,2021,3.1
3517,AR,89,2015,5.1
3518,AR,89,2016,4.0
3519,AR,89,2017,4.0
3520,AR,89,2018,4.1
3521,AR,89,2019,3.9
3522,AR,89,2020,6.5
3523,AR,89,2021,4.3
3539,AR,91,2015,4.9
3540,AR,91,2016,4.2
3541,AR,91,2017,4.4
3542,AR,91,2018,4.8
3543,AR,91,2019,4.0
3544,AR,91,2020,6.9
3545,AR,91,2021,4.8
3561,AR,93,2015,8.9
3562,AR,93,2016,6.8
3563,AR,93,2017,6.0
3564,AR,93,2018,5.6
3565,AR,93,2019,5.0
3566,AR,93,2020,9.1
3567,AR,93,2021,7.2
3583,AR,95,2015,6.0
3584,AR,95,2016,4.8
3585,AR,95,2017,4.3
3586,AR,95,2018,4.2
3587,AR,95,2019,4.2
3588,AR,95,2020,6.6
3589,AR,95,2021,5.3
3605,AR,97,2015,6.6
3606,AR,97,2016,5.1
3607,AR,97,2017,4.8
3608,AR,97,2018,4.7
3609,AR,97,2019,4.5
3610,AR,97,2020,7.0
3611,AR,97,2021,4.8
3627,AR,99,2015,4.9
3628,AR,99,2016,3.7
3629,AR,99,2017,3.6
3630,AR,99,2018,3.4
3631,AR,99,2019,3.9
3632,AR,99,2020,5.9
3633,AR,99,2021,4.0
3649,AR,101,2015,4.8
3650,AR,101,2016,3.9
3651,AR,101,2017,3.6
3652,AR,101,2018,3.3
3653,AR,101,2019,3.4
3654,AR,101,2020,5.1
3655,AR,101,2021,3.0
3671,AR,103,2015,6.2
3672,AR,103,2016,5.0
3673,AR,103,2017,4.6
3674,AR,103,2018,4.5
3675,AR,103,2019,5.0
3676,AR,103,2020,6.1
3677,AR,103,2021,3.9
3693,AR,105,2015,6.0
3694,AR,105,2016,4.8
3695,AR,105,2017,4.2
3696,AR,105,2018,4.1
3697,AR,105,2019,4.0
3698,AR,105,2020,5.6
3699,AR,105,2021,4.1
3715,AR,107,2015,7.5
3716,AR,107,2016,5.9
3717,AR,107,2017,5.8
3718,AR,107,2018,6.0
3719,AR,107,2019,5.8
3720,AR,107,2020,9.2
3721,AR,107,2021,7.7
3737,AR,109,2015,5.8
3738,AR,109,2016,4.3
3739,AR,109,2017,4.0
3740,AR,109,2018,4.0
3741,AR,109,2019,3.7
3742,AR,109,2020,5.9
3743,AR,109,2021,4.4
3759,AR,111,2015,5.5
3760,AR,111,2016,4.3
3761,AR,111,2017,4.2
3762,AR,111,2018,3.8
3763,AR,111,2019,3.4
3764,AR,111,2020,5.6
3765,AR,111,2021,3.9
3781,AR,113,2015,5.7
3782,AR,113,2016,4.9
3783,AR,113,2017,4.5
3784,AR,113,2018,4.1
3785,AR,113,2019,4.1
3786,AR,113,2020,6.7
3787,AR,113,2021,4.4
3803,AR,115,2015,5.2
3804,AR,115,2016,4.6
3805,AR,115,2017,4.5
3806,AR,115,2018,4.4
3807,AR,115,2019,4.2
3808,AR,115,2020,5.9
3809,AR,115,2021,4.0
3825,AR,117,2015,4.6
3826,AR,117,2016,3.8
3827,AR,117,2017,4.1
3828,AR,117,2018,3.8
3829,AR,117,2019,4.2
3830,AR,117,2020,5.4
3831,AR,117,2021,3.7
3847,AR,119,2015,4.5
3848,AR,119,2016,3.6
3849,AR,119,2017,3.4
3850,AR,119,2018,3.4
3851,AR,119,2019,3.3
3852,AR,119,2020,7.4
3853,AR,119,2021,4.9
3869,AR,121,2015,7.0
3870,AR,121,2016,4.6
3871,AR,121,2017,4.2
3872,AR,121,2018,3.9
3873,AR,121,2019,3.8
3874,AR,121,2020,5.9
3875,AR,121,2021,3.9
3891,AR,123,2015,7.1
3892,AR,123,2016,5.2
3893,AR,123,2017,5.1
3894,AR,123,2018,5.0
3895,AR,123,2019,5.0
3896,AR,123,2020,7.9
3897,AR,123,2021,6.2
3913,AR,125,2015,4.0
3914,AR,125,2016,3.1
3915,AR,125,2017,3.0
3916,AR,125,2018,3.0
3917,AR,125,2019,2.7
3918,AR,125,2020,5.1
3919,AR,125,2021,3.1
3935,AR,127,2015,4.7
3936,AR,127,2016,3.7
3937,AR,127,2017,3.5
3938,AR,127,2018,3.6
3939,AR,127,2019,3.3
3940,AR,127,2020,4.5
3941,AR,127,2021,3.3
3957,AR,129,2015,5.6
3958,AR,129,2016,4.6
3959,AR,129,2017,4.7
3960,AR,129,2018,4.3
3961,AR,129,2019,4.4
3962,AR,129,2020,6.5
3963,AR,129,2021,4.2
3979,AR,131,2015,4.7
3980,AR,131,2016,3.7
3981,AR,131,2017,3.6
3982,AR,131,2018,3.5
3983,AR,131,2019,3.2
3984,AR,131,2020,6.0
3985,AR,131,2021,3.7
4001,AR,133,2015,6.0
4002,AR,133,2016,4.9
4003,AR,133,2017,4.6
4004,AR,133,2018,4.5
4005,AR,133,2019,4.7
4006,AR,133,2020,5.9
4007,AR,133,2021,4.4
4023,AR,135,2015,6.8
4024,AR,135,2016,5.5
4025,AR,135,2017,5.0
4026,AR,135,2018,4.7
4027,AR,135,2019,4.8
4028,AR,135,2020,7.2
4029,AR,135,2021,4.9
4045,AR,137,2015,6.2
4046,AR,137,2016,5.1
4047,AR,137,2017,4.8
4048,AR,137,2018,4.4
4049,AR,137,2019,4.6
4050,AR,137,2020,7.1
4051,AR,137,2021,5.0
4067,AR,139,2015,6.0
4068,AR,139,2016,5.5
4069,AR,139,2017,5.3
4070,AR,139,2018,5.4
4071,AR,139,2019,5.1
4072,AR,139,2020,8.4
4073,AR,139,2021,6.1
4089,AR,141,2015,6.6
4090,AR,141,2016,6.9
4091,AR,141,2017,5.5
4092,AR,141,2018,5.2
4093,AR,141,2019,4.9
4094,AR,141,2020,7.2
4095,AR,141,2021,4.9
4111,AR,143,2015,3.5
4112,AR,143,2016,2.8
4113,AR,143,2017,2.6
4114,AR,143,2018,2.6
4115,AR,143,2019,2.4
4116,AR,143,2020,4.7
4117,AR,143,2021,2.9
4133,AR,145,2015,6.1
4134,AR,145,2016,5.2
4135,AR,145,2017,4.6
4136,AR,145,2018,4.3
4137,AR,145,2019,4.4
4138,AR,145,2020,6.3
4139,AR,145,2021,4.0
4155,AR,147,2015,6.3
4156,AR,147,2016,5.5
4157,AR,147,2017,4.9
4158,AR,147,2018,4.6
4159,AR,147,2019,5.1
4160,AR,147,2020,5.8
4161,AR,147,2021,5.0
4177,AR,149,2015,5.0
4178,AR,149,2016,4.5
4179,AR,149,2017,4.1
4180,AR,149,2018,4.1
4181,AR,149,2019,3.9
4182,AR,149,2020,5.1
4183,AR,149,2021,4.0
4221,CA,1,2015,4.8
4222,CA,1,2016,4.3
4223,CA,1,2017,3.7
4224,CA,1,2018,3.1
4225,CA,1,2019,3.0
4226,CA,1,2020,9.0
4227,CA,1,2021,6.1
4243,CA,3,2015,7.5
4244,CA,3,2016,6.5
4245,CA,3,2017,6.2
4246,CA,3,2018,4.6
4247,CA,3,2019,5.2
4248,CA,3,2020,11.7
4249,CA,3,2021,8.1
4265,CA,5,2015,6.6
4266,CA,5,2016,6.0
4267,CA,5,2017,5.0
4268,CA,5,2018,4.1
4269,CA,5,2019,3.9
4270,CA,5,2020,9.5
4271,CA,5,2021,7.0
4287,CA,7,2015,7.2
4288,CA,7,2016,6.6
4289,CA,7,2017,5.8
4290,CA,7,2018,5.1
4291,CA,7,2019,5.2
4292,CA,7,2020,9.4
4293,CA,7,2021,6.9
4309,CA,9,2015,6.4
4310,CA,9,2016,5.7
4311,CA,9,2017,4.8
4312,CA,9,2018,4.1
4313,CA,9,2019,3.9
4314,CA,9,2020,7.9
4315,CA,9,2021,5.7
4331,CA,11,2015,15.5
4332,CA,11,2016,15.6
4333,CA,11,2017,14.3
4334,CA,11,2018,13.3
4335,CA,11,2019,13.0
4336,CA,11,2020,16.5
4337,CA,11,2021,12.5
4353,CA,13,2015,5.1
4354,CA,13,2016,4.5
4355,CA,13,2017,3.9
4356,CA,13,2018,3.2
4357,CA,13,2019,3.1
4358,CA,13,2020,9.1
4359,CA,13,2021,6.4
4375,CA,15,2015,8.6
4376,CA,15,2016,7.5
4377,CA,15,2017,6.5
4378,CA,15,2018,5.8
4379,CA,15,2019,5.9
4380,CA,15,2020,9.7
4381,CA,15,2021,7.6
4397,CA,17,2015,5.7
4398,CA,17,2016,5.2
4399,CA,17,2017,4.4
4400,CA,17,2018,3.7
4401,CA,17,2019,3.6
4402,CA,17,2020,8.5
4403,CA,17,2021,5.7
4419,CA,19,2015,10.3
4420,CA,19,2016,9.5
4421,CA,19,2017,8.6
4422,CA,19,2018,7.6
4423,CA,19,2019,7.4
4424,CA,19,2020,11.7
4425,CA,19,2021,9.2
4441,CA,21,2015,8.8
4442,CA,21,2016,8.4
4443,CA,21,2017,7.5
4444,CA,21,2018,6.6
4445,CA,21,2019,6.2
4446,CA,21,2020,9.1
4447,CA,21,2021,6.9
4463,CA,23,2015,5.6
4464,CA,23,2016,4.9
4465,CA,23,2017,4.2
4466,CA,23,2018,3.6
4467,CA,23,2019,3.7
4468,CA,23,2020,8.6
4469,CA,23,2021,6.2
4485,CA,25,2015,24.6
4486,CA,25,2016,24.2
4487,CA,25,2017,19.7
4488,CA,25,2018,18.9
4489,CA,25,2019,20.9
4490,CA,25,2020,22.8
4491,CA,25,2021,17.3
4507,CA,27,2015,5.8
4508,CA,27,2016,5.3
4509,CA,27,2017,4.4
4510,CA,27,2018,3.9
4511,CA,27,2019,3.6
4512,CA,27,2020,8.0
4513,CA,27,2021,5.9
4529,CA,29,2015,10.3
4530,CA,29,2016,10.4
4531,CA,29,2017,9.3
4532,CA,29,2018,8.1
4533,CA,29,2019,7.9
4534,CA,29,2020,12.9
4535,CA,29,2021,10.0
4551,CA,31,2015,10.6
4552,CA,31,2016,10.0
4553,CA,31,2017,9.0
4554,CA,31,2018,7.9
4555,CA,31,2019,8.0
4556,CA,31,2020,12.0
4557,CA,31,2021,9.6
4573,CA,33,2015,7.6
4574,CA,33,2016,6.7
4575,CA,33,2017,5.8
4576,CA,33,2018,5.3
4577,CA,33,2019,5.2
4578,CA,33,2020,9.8
4579,CA,33,2021,7.6
4595,CA,35,2015,7.3
4596,CA,35,2016,7.0
4597,CA,35,2017,5.5
4598,CA,35,2018,4.9
4599,CA,35,2019,4.7
4600,CA,35,2020,7.4
4601,CA,35,2021,5.9
4617,CA,37,2015,6.7
4618,CA,37,2016,5.3
4619,CA,37,2017,4.8
4620,CA,37,2018,4.6
4621,CA,37,2019,4.4
4622,CA,37,2020,12.3
4623,CA,37,2021,8.9
4639,CA,39,2015,10.6
4640,CA,39,2016,9.3
4641,CA,39,2017,8.2
4642,CA,39,2018,7.1
4643,CA,39,2019,7.0
4644,CA,39,2020,11.2
4645,CA,39,2021,8.8
4661,CA,41,2015,3.6
4662,CA,41,2016,3.3
4663,CA,41,2017,2.9
4664,CA,41,2018,2.5
4665,CA,41,2019,2.4
4666,CA,41,2020,6.9
4667,CA,41,2021,4.5
4683,CA,43,2015,7.2
4684,CA,43,2016,6.9
4685,CA,43,2017,5.9
4686,CA,43,2018,5.4
4687,CA,43,2019,4.6
4688,CA,43,2020,11.2
4689,CA,43,2021,8.0
4705,CA,45,2015,5.9
4706,CA,45,2016,5.3
4707,CA,45,2017,4.6
4708,CA,45,2018,4.0
4709,CA,45,2019,4.0
4710,CA,45,2020,9.2
4711,CA,45,2021,6.2
4727,CA,47,2015,11.4
4728,CA,47,2016,10.6
4729,CA,47,2017,9.4
4730,CA,47,2018,8.5
4731,CA,47,2019,8.2
4732,CA,47,2020,12.6
4733,CA,47,2021,10.4
4749,CA,49,2015,8.6
4750,CA,49,2016,7.8
4751,CA,49,2017,8.2
4752,CA,49,2018,7.6
4753,CA,49,2019,7.2
4754,CA,49,2020,8.9
4755,CA,49,2021,7.1
4771,CA,51,2015,6.2
4772,CA,51,2016,5.4
4773,CA,51,2017,4.5
4774,CA,51,2018,4.1
4775,CA,51,2019,3.8
4776,CA,51,2020,12.2
4777,CA,51,2021,6.8
4793,CA,53,2015,8.2
4794,CA,53,2016,7.7
4795,CA,53,2017,7.2
4796,CA,53,2018,6.4
4797,CA,53,2019,6.4
4798,CA,53,2020,11.2
4799,CA,53,2021,8.3
4815,CA,55,2015,4.6
4816,CA,55,2016,4.3
4817,CA,55,2017,3.7
4818,CA,55,2018,3.0
4819,CA,55,2019,2.9
4820,CA,55,2020,9.0
4821,CA,55,2021,6.0
4837,CA,57,2015,5.5
4838,CA,57,2016,4.8
4839,CA,57,2017,4.1
4840,CA,57,2018,3.5
4841,CA,57,2019,3.4
4842,CA,57,2020,8.2
4843,CA,57,2021,5.6
4859,CA,59,2015,4.5
4860,CA,59,2016,4.1
4861,CA,59,2017,3.5
4862,CA,59,2018,3.0
4863,CA,59,2019,2.8
4864,CA,59,2020,9.0
4865,CA,59,2021,6.0
4881,CA,61,2015,5.1
4882,CA,61,2016,4.5
4883,CA,61,2017,3.9
4884,CA,61,2018,3.2
4885,CA,61,2019,3.2
4886,CA,61,2020,7.5
4887,CA,61,2021,5.0
4903,CA,63,2015,10.3
4904,CA,63,2016,9.8
4905,CA,63,2017,8.9
4906,CA,63,2018,7.6
4907,CA,63,2019,7.8
4908,CA,63,2020,11.1
4909,CA,63,2021,9.5
4925,CA,65,2015,6.7
4926,CA,65,2016,6.1
4927,CA,65,2017,5.3
4928,CA,65,2018,4.5
4929,CA,65,2019,4.3
4930,CA,65,2020,10.2
4931,CA,65,2021,7.3
4947,CA,67,2015,6.0
4948,CA,67,2016,5.4
4949,CA,67,2017,4.7
4950,CA,67,2018,3.9
4951,CA,67,2019,3.8
4952,CA,67,2020,9.5
4953,CA,67,2021,7.0
4969,CA,69,2015,7.6
4970,CA,69,2016,6.7
4971,CA,69,2017,5.8
4972,CA,69,2018,5.1
4973,CA,69,2019,5.0
4974,CA,69,2020,10.0
4975,CA,69,2021,7.2
4991,CA,71,2015,6.5
4992,CA,71,2016,5.8
4993,CA,71,2017,5.0
4994,CA,71,2018,4.1
4995,CA,71,2019,3.9
4996,CA,71,2020,9.7
4997,CA,71,2021,7.4
5013,CA,73,2015,5.2
5014,CA,73,2016,4.7
5015,CA,73,2017,4.0
5016,CA,73,2018,3.4
5017,CA,73,2019,3.3
5018,CA,73,2020,9.5
5019,CA,73,2021,6.5
5035,CA,75,2015,3.7
5036,CA,75,2016,3.3
5037,CA,75,2017,2.9
5038,CA,75,2018,2.4
5039,CA,75,2019,2.2
5040,CA,75,2020,8.0
5041,CA,75,2021,5.0
5057,CA,77,2015,8.9
5058,CA,77,2016,8.2
5059,CA,77,2017,7.0
5060,CA,77,2018,6.1
5061,CA,77,2019,6.0
5062,CA,77,2020,11.6
5063,CA,77,2021,8.7
5079,CA,79,2015,4.8
5080,CA,79,2016,4.3
5081,CA,79,2017,3.6
5082,CA,79,2018,3.0
5083,CA,79,2019,2.9
5084,CA,79,2020,7.9
5085,CA,79,2021,5.2
5101,CA,81,2015,3.4
5102,CA,81,2016,3.1
5103,CA,81,2017,2.7
5104,CA,81,2018,2.3
5105,CA,81,2019,2.1
5106,CA,81,2020,7.0
5107,CA,81,2021,4.6
5123,CA,83,2015,5.3
5124,CA,83,2016,5.1
5125,CA,83,2017,4.6
5126,CA,83,2018,4.0
5127,CA,83,2019,3.7
5128,CA,83,2020,8.2
5129,CA,83,2021,5.8
5145,CA,85,2015,4.2
5146,CA,85,2016,3.8
5147,CA,85,2017,3.2
5148,CA,85,2018,2.7
5149,CA,85,2019,2.5
5150,CA,85,2020,7.2
5151,CA,85,2021,4.7
5167,CA,87,2015,7.5
5168,CA,87,2016,7.0
5169,CA,87,2017,5.7
5170,CA,87,2018,5.0
5171,CA,87,2019,5.0
5172,CA,87,2020,9.8
5173,CA,87,2021,6.9
5189,CA,89,2015,7.8
5190,CA,89,2016,7.0
5191,CA,89,2017,5.8
5192,CA,89,2018,5.0
5193,CA,89,2019,4.8
5194,CA,89,2020,9.0
5195,CA,89,2021,6.8
5211,CA,91,2015,8.8
5212,CA,91,2016,7.6
5213,CA,91,2017,6.6
5214,CA,91,2018,6.1
5215,CA,91,2019,5.4
5216,CA,91,2020,8.3
5217,CA,91,2021,6.0
5233,CA,93,2015,9.4
5234,CA,93,2016,8.5
5235,CA,93,2017,7.3
5236,CA,93,2018,6.8
5237,CA,93,2019,6.6
5238,CA,93,2020,10.1
5239,CA,93,2021,8.1
5255,CA,95,2015,6.2
5256,CA,95,2016,5.5
5257,CA,95,2017,4.8
5258,CA,95,2018,4.0
5259,CA,95,2019,3.8
5260,CA,95,2020,9.8
5261,CA,95,2021,7.5
5277,CA,97,2015,4.5
5278,CA,97,2016,4.0
5279,CA,97,2017,3.4
5280,CA,97,2018,2.8
5281,CA,97,2019,2.7
5282,CA,97,2020,8.1
5283,CA,97,2021,5.5
5299,CA,99,2015,9.6
5300,CA,99,2016,8.6
5301,CA,99,2017,7.5
5302,CA,99,2018,6.5
5303,CA,99,2019,6.2
5304,CA,99,2020,11.1
5305,CA,99,2021,8.4
5321,CA,101,2015,10.8
5322,CA,101,2016,9.7
5323,CA,101,2017,8.8
5324,CA,101,2018,7.7
5325,CA,101,2019,7.5
5326,CA,101,2020,11.4
5327,CA,101,2021,9.0
5343,CA,103,2015,8.0
5344,CA,103,2016,7.1
5345,CA,103,2017,6.4
5346,CA,103,2018,5.8
5347,CA,103,2019,5.7
5348,CA,103,2020,9.2
5349,CA,103,2021,7.2
5365,CA,105,2015,7.8
5366,CA,105,2016,7.1
5367,CA,105,2017,6.2
5368,CA,105,2018,5.8
5369,CA,105,2019,5.6
5370,CA,105,2020,8.3
5371,CA,105,2021,6.3
5387,CA,107,2015,11.7
5388,CA,107,2016,11.2
5389,CA,107,2017,10.5
5390,CA,107,2018,9.8
5391,CA,107,2019,9.8
5392,CA,107,2020,13.6
5393,CA,107,2021,10.7
5409,CA,109,2015,7.1
5410,CA,109,2016,6.2
5411,CA,109,2017,5.4
5412,CA,109,2018,4.7
5413,CA,109,2019,4.6
5414,CA,109,2020,10.7
5415,CA,109,2021,7.3
5431,CA,111,2015,5.7
5432,CA,111,2016,5.2
5433,CA,111,2017,4.5
5434,CA,111,2018,3.9
5435,CA,111,2019,3.7
5436,CA,111,2020,8.8
5437,CA,111,2021,6.2
5453,CA,113,2015,6.5
5454,CA,113,2016,5.9
5455,CA,113,2017,5.1
5456,CA,113,2018,4.3
5457,CA,113,2019,4.2
5458,CA,113,2020,7.8
5459,CA,113,2021,5.8
5475,CA,115,2015,9.3
5476,CA,115,2016,8.6
5477,CA,115,2017,7.5
5478,CA,115,2018,6.5
5479,CA,115,2019,6.2
5480,CA,115,2020,10.7
5481,CA,115,2021,8.5
5519,CO,1,2015,4.2
5520,CO,1,2016,3.4
5521,CO,1,2017,2.8
5522,CO,1,2018,3.2
5523,CO,1,2019,2.8
5524,CO,1,2020,7.6
5525,CO,1,2021,6.2
5541,CO,3,2015,5.0
5542,CO,3,2016,3.9
5543,CO,3,2017,3.2
5544,CO,3,2018,3.7
5545,CO,3,2019,3.3
5546,CO,3,2020,6.1
5547,CO,3,2021,5.5
5563,CO,5,2015,3.6
5564,CO,5,2016,3.0
5565,CO,5,2017,2.6
5566,CO,5,2018,3.0
5567,CO,5,2019,2.5
5568,CO,5,2020,7.5
5569,CO,5,2021,5.8
5585,CO,7,2015,3.9
5586,CO,7,2016,3.1
5587,CO,7,2017,2.8
5588,CO,7,2018,3.2
5589,CO,7,2019,3.0
5590,CO,7,2020,7.2
5591,CO,7,2021,4.9
5607,CO,9,2015,2.0
5608,CO,9,2016,1.6
5609,CO,9,2017,1.5
5610,CO,9,2018,1.7
5611,CO,9,2019,1.6
5612,CO,9,2020,2.3
5613,CO,9,2021,2.1
5629,CO,11,2015,3.8
5630,CO,11,2016,2.9
5631,CO,11,2017,2.6
5632,CO,11,2018,3.0
5633,CO,11,2019,2.6
5634,CO,11,2020,4.1
5635,CO,11,2021,6.1
5651,CO,13,2015,3.1
5652,CO,13,2016,2.6
5653,CO,13,2017,2.2
5654,CO,13,2018,2.6
5655,CO,13,2019,2.2
5656,CO,13,2020,5.8
5657,CO,13,2021,4.4
5673,CO,14,2015,3.2
5674,CO,14,2016,2.8
5675,CO,14,2017,2.4
5676,CO,14,2018,2.7
5677,CO,14,2019,2.3
5678,CO,14,2020,6.2
5679,CO,14,2021,4.5
5695,CO,15,2015,3.3
5696,CO,15,2016,2.5
5697,CO,15,2017,2.2
5698,CO,15,2018,2.5
5699,CO,15,2019,2.3
5700,CO,15,2020,6.0
5701,CO,15,2021,4.0
5717,CO,17,2015,2.6
5718,CO,17,2016,2.1
5719,CO,17,2017,1.6
5720,CO,17,2018,1.7
5721,CO,17,2019,1.5
5722,CO,17,2020,2.3
5723,CO,17,2021,2.3
5739,CO,19,2015,3.5
5740,CO,19,2016,3.0
5741,CO,19,2017,2.4
5742,CO,19,2018,2.8
5743,CO,19,2019,2.3
5744,CO,19,2020,8.2
5745,CO,19,2021,5.5
5761,CO,21,2015,5.5
5762,CO,21,2016,4.6
5763,CO,21,2017,3.9
5764,CO,21,2018,3.9
5765,CO,21,2019,3.4
5766,CO,21,2020,5.4
5767,CO,21,2021,4.8
5783,CO,23,2015,6.2
5784,CO,23,2016,4.6
5785,CO,23,2017,3.3
5786,CO,23,2018,4.1
5787,CO,23,2019,3.7
5788,CO,23,2020,6.9
5789,CO,23,2021,6.0
5805,CO,25,2015,4.3
5806,CO,25,2016,3.4
5807,CO,25,2017,2.9
5808,CO,25,2018,4.1
5809,CO,25,2019,4.0
5810,CO,25,2020,5.3
5811,CO,25,2021,5.2
5827,CO,27,2015,3.4
5828,CO,27,2016,3.0
5829,CO,27,2017,2.8
5830,CO,27,2018,3.4
5831,CO,27,2019,2.8
5832,CO,27,2020,4.7
5833,CO,27,2021,4.0
5849,CO,29,2015,5.5
5850,CO,29,2016,4.7
5851,CO,29,2017,3.6
5852,CO,29,2018,3.7
5853,CO,29,2019,3.2
5854,CO,29,2020,6.3
5855,CO,29,2021,5.3
5871,CO,31,2015,3.6
5872,CO,31,2016,3.0
5873,CO,31,2017,2.5
5874,CO,31,2018,2.9
5875,CO,31,2019,2.5
5876,CO,31,2020,7.8
5877,CO,31,2021,5.9
5893,CO,33,2015,3.0
5894,CO,33,2016,3.7
5895,CO,33,2017,2.7
5896,CO,33,2018,2.6
5897,CO,33,2019,2.8
5898,CO,33,2020,6.5
5899,CO,33,2021,4.7
5915,CO,35,2015,3.0
5916,CO,35,2016,2.5
5917,CO,35,2017,2.2
5918,CO,35,2018,2.6
5919,CO,35,2019,2.2
5920,CO,35,2020,5.4
5921,CO,35,2021,4.1
5937,CO,37,2015,3.0
5938,CO,37,2016,2.6
5939,CO,37,2017,2.2
5940,CO,37,2018,2.5
5941,CO,37,2019,2.1
5942,CO,37,2020,9.0
5943,CO,37,2021,4.4
5959,CO,39,2015,3.0
5960,CO,39,2016,2.5
5961,CO,39,2017,2.2
5962,CO,39,2018,2.6
5963,CO,39,2019,2.1
5964,CO,39,2020,4.4
5965,CO,39,2021,3.8
5981,CO,41,2015,4.4
5982,CO,41,2016,3.6
5983,CO,41,2017,3.0
5984,CO,41,2018,3.6
5985,CO,41,2019,3.1
5986,CO,41,2020,6.9
5987,CO,41,2021,5.6
6003,CO,43,2015,5.9
6004,CO,43,2016,4.9
6005,CO,43,2017,4.0
6006,CO,43,2018,4.8
6007,CO,43,2019,4.3
6008,CO,43,2020,7.4
